Shape *,OBJECTID_1,objectid,cenefa_par,mdoulo_par,zona_parad,nombre_par,direccion_,localidad_,consola_pa,panel_para,audio_para,Latitud,Longitud,Nombre_Localidad,Nombre_Zona,Localidad
Point,113,57400,006A12,A,12,Br. Molinos I Sector,AV. Caracas - KR 6,6,AV. Caracas - KR 6  (006A12),AV. Caracas - KR 6,Avenida Caracas Carrera Sexta,4.55366,-74.121355,Tunjuelito,12,Rafael Uribe Uribe
Point,114,57401,006A13,A,13,Av. La Victoria,KR 3 Este - CL 22 - 61 Sur,4,KR 3 Este - CL 22 - 61 Sur (006A13),KR 3 Este - CL 22 - 61 Sur,Carrera Tercera Este Calle 20 Sur,4.568619,-74.085898,San Cristobal,13,San Cristobal
Point,115,57402,006B10,B,10,Policía Nacional,AV. J. Gaitán C. - CL 47A Sur,6,AV. J. Gaitán C. - CL 47A Sur (006B10),AV. J. Gaitán C. - CL 47A Sur,Avenida Jorge Gaitán Cortés Calle 47 A Sur,4.58575,-74.131036,Tunjuelito,10,Tunjuelito
Point,116,57403,006B11,B,11,Br. México,AV. Boyacá - CL 64 Sur,19,AV. Boyacá - CL 64 Sur (006B11),AV. Boyacá - CL 64 Sur,Avenida Boyacá Calle 64 Sur,4.554716,-74.137294,Ciudad Bolivar,11,Ciudad Bolivar
Point,117,57404,007A00,A,0,Br. El Listón,AC 19 - KR 20,14,AC 19 - KR 20 (007A00),AC 19 - KR 20,Avenida Calle 19 Carrera 20,4.613652,-74.082617,Los Mártires,0,Los Mártires
Point,118,57405,007A01,A,1,Br. Barrancas,AK 9 - CL 156,1,AK 9 - CL 156 (007A01),AK 9 - CL 156,Avenida Carrera Novena Calle 156,4.734749,-74.031886,Usaquén,1,Usaquén
Point,119,57406,007A02,A,2,C.C. Bulevar Niza,AC 127 - AV. Suba,11,AC 127 - AV. Suba (007A02),AC 127 - AV. Suba,Avenida Calle 127 Avenida Suba,4.711424,-74.071103,Suba,2,Suba
Point,120,57407,007A03,A,3,Br. Los Cerezos,AV. C. de Cali - KR 91,11,AV. C. de Cali - KR 91 (007A03),AV. C. de Cali - KR 91,Avenida Ciudad de Cali Carrera 91,4.71621,-74.092573,Suba,3,Suba
Point,121,57408,007A04,A,4,Br. La Granja,AV. C. de Cali - CL 76A,10,AV. C. de Cali - CL 76A (007A04),AV. C. de Cali - CL 76A,Avenida Ciudad de Cali Calle 76 A,4.701076,-74.102382,Engativá,4,Engativá
Point,122,57409,007A05,A,5,Colegio Andrés Frey,AV. Boyacá - CL 66A,10,AV. Boyacá - CL 66A (007A05),AV. Boyacá - CL 66A,Avenida Boyacá Calle 66 A,4.681795,-74.099061,Engativá,5,Engativá
Point,123,57410,007A06,A,6,Avenida Esperanza,AV. Boyacá - AV. Esperanza,9,AV. Boyacá - AV. Esperanza (007A06),AV. Boyacá - AV. Esperanza,Avenida Boyacá Avenida Esperanza,4.662426,-74.115425,Fontibón,6,Fontibón
Point,124,57411,007A07,A,7,Br. Barcelona,AK 50 - CL 3-57 / 67,16,AK 50 - CL 3-57 / 67 (007A07),AK 50 - CL 3-57 / 67,Avenida Carrera 50 Calle Tercera,4.616224,-74.114248,Puente Aranda,7,Puente Aranda
Point,125,57412,007A08,A,8,IED San Pedro Claver,AV. A. Mejía - CL 41B Sur,8,AV. A. Mejía - CL 41B Sur (007A08),AV. A. Mejía - CL 41B Sur,Avenida Agoberto Mejía Calle 41 Be Sur,4.623119,-74.16208,Kennedy,8,Kennedy
Point,126,57413,007A09,A,9,Urb. Villa Sonia,AK 50 - CL 39A Sur,16,AK 50 - CL 39A Sur (007A09),AK 50 - CL 39A Sur,Avenida Carrera 50 Calle 39 A Sur,4.594867,-74.126282,Puente Aranda,9,Puente Aranda
Point,127,57414,007A10,A,10,Br. Samore,AV. J. Gaitán C. - CL 49B Sur,6,AV. J. Gaitán C. - CL 49B Sur (007A10),AV. J. Gaitán C. - CL 49B Sur,Avenida Jorge Gaitán Cortés Calle 49 Be Sur,4.585156,-74.134699,Tunjuelito,10,Tunjuelito
Point,128,57415,007A11,A,11,Br. Lucero del Sur,AV. Boyacá - CL 64ABis Sur,19,AV. Boyacá - CL 64ABis Sur (007A11),AV. Boyacá - CL 64ABis Sur,Avenida Boyacá Calle 64 A Bis Sur,4.554699,-74.137788,Ciudad Bolivar,11,Ciudad Bolivar
Point,129,57416,007A12,A,12,Escuela de Artillería No. 13,AV. Caracas - TV 5D,18,AV. Caracas - TV 5D (007A12),AV. Caracas - TV 5D,Avenida Caracas Transversal Quinta D,4.547757,-74.121097,Rafael Uribe Uribe,12,Rafael Uribe Uribe
Point,130,57417,007A13,A,13,Br. San Blas,KR 3 E - DG 20A Sur,4,KR 3 E - DG 20A Sur (007A13),KR 3 E - DG 20A Sur,Carrera Tercera Este Diagonal 20 A Sur,4.568441,-74.085905,San Cristobal,13,San Cristobal
Point,131,57418,007B00,B,0,Br. El Listón,AC 19 - KR 22,14,AC 19 - KR 22 (007B00),AC 19 - KR 22,Avenida Calle 19 Carrera 22,4.613305,-74.082213,Los Mártires,0,Los Mártires
Point,132,57419,007B05,B,5,Colegio Andrés Frey,AV. Boyacá - CL 66A,10,AV. Boyacá - CL 66A (007B05),AV. Boyacá - CL 66A,Avenida Boyacá Calle 66 A,4.68196,-74.098944,Engativá,5,Engativá
Point,133,57420,007B06,B,6,Avenida Esperanza,AV. Boyacá - AV. Esperanza,9,AV. Boyacá - AV. Esperanza (007B06),AV. Boyacá - AV. Esperanza,Avenida Boyacá Avenida Esperanza,4.662201,-74.115613,Fontibón,6,Fontibón
Point,134,57421,007B10,B,10,Br. Samore,AV. J. Gaitán C. - CL 50 Sur,6,AV. J. Gaitán C. - CL 50 Sur (007B10),AV. J. Gaitán C. - CL 50 Sur,Avenida Jorge Gaitán Cortés Calle 50 Sur,4.585035,-74.135337,Tunjuelito,10,Tunjuelito
Point,135,57422,007B11,B,11,Br. Lucero del Sur,AV. Boyacá - CL 64ABis Sur,19,AV. Boyacá - CL 64ABis Sur (007B11),AV. Boyacá - CL 64ABis Sur,Avenida Boyacá Calle 64 A Bis Sur,4.555549,-74.138081,Ciudad Bolivar,11,Ciudad Bolivar
Point,136,57423,007C06,C,6,Avenida Esperanza,AV. Boyacá - AV. Esperanza,9,AV. Boyacá - AV. Esperanza (007C06),AV. Boyacá - AV. Esperanza,Avenida Boyacá Avenida Esperanza,4.661937,-74.115828,Fontibón,6,Fontibón
Point,137,57424,008A00,A,0,Estación Comuneros,AC 6 - AK 30,14,AC 6 - AK 30 (008A00),AC 6 - AK 30,Avenida Calle Sexta Avenida Carrera 30,4.606011,-74.096851,Los Mártires,0,Los Mártires
Point,138,57425,008A01,A,1,Br. La Liberia,AK 9 - AC 153,1,AK 9 - AC 153 (008A01),AK 9 - AC 153,Avenida Carrera Novena Avenida Calle 153,4.73036,-74.032346,Usaquén,1,Usaquén
Point,139,57426,008A02,A,2,Colegio Sagrado Corazón de Jesús,AC 153 - KR 45,11,AC 153 - KR 45 (008A02),AC 153 - KR 45,Avenida Calle 153 Carrera 50,4.738088,-74.051195,Suba,2,Suba
Point,140,57427,008A03,A,3,Br. Lago de Suba,AV. C. de Cali - CL 131B,11,AV. C. de Cali - CL 131B (008A03),AV. C. de Cali - CL 131B,Avenida Ciudad de Cali Calle 131 Be,4.735095,-74.099913,Suba,3,Suba
Point,141,57428,008A04,A,4,Br. La Española,AV. C. de Cali - DG 84A,10,AV. C. de Cali - DG 84A (008A04),AV. C. de Cali - DG 84A,Avenida Ciudad de Cali Diagonal 84 A,4.706402,-74.098023,Engativá,4,Engativá
Point,142,57429,008A05,A,5,Avenida Calle 26,AV. Boyacá - AC 26,9,AV. Boyacá - AC 26 (008A05),AV. Boyacá - AC 26,Avenida Boyacá Avenida Calle 26,4.665884,-74.112443,Fontibón,5,Fontibón
Point,143,57430,008A06,A,6,Avenida Esperanza,AV. Boyacá - AV. Esperanza,9,AV. Boyacá - AV. Esperanza (008A06),AV. Boyacá - AV. Esperanza,Avenida Boyacá Avenida Esperanza,4.661665,-74.115458,Fontibón,6,Fontibón
Point,144,57431,008A07,A,7,Br. La Primavera Norte,AK 50 - CL 3,16,AK 50 - CL 3 (008A07),AK 50 - CL 3,Avenida Carrera 50 Calle Tercera,4.616191,-74.114039,Puente Aranda,7,Puente Aranda
Point,145,57432,008A08,A,8,Pq. Metropolitano Cayetano Cañizares,AV. A. Mejía - CL 41C Sur,8,AV. A. Mejía - CL 41C Sur (008A08),AV. A. Mejía - CL 41C Sur,Avenida Agoberto Mejía Calle 41 C Sur,4.623002,-74.162571,Kennedy,8,Kennedy
Point,146,57433,008A09,A,9,Urb Villa Sonia,AK 50 - CL 39A Sur,16,AK 50 - CL 39A Sur (008A09),AK 50 - CL 39A Sur,Avenida Carrera 50 Calle 39 A Sur,4.595059,-74.126491,Puente Aranda,9,Puente Aranda
Point,147,57434,008A10,A,10,Br. Fátima (Colegio La Presentación  Fátima),AV. J. Gaitán C. - DG 50 Sur,6,AV. J. Gaitán C. - DG 50 Sur (008A10),AV. J. Gaitán C. - DG 50 Sur,Avenida Jorge Gaitán Cortés Diagonal 50 Sur,4.584014,-74.138192,Tunjuelito,10,Tunjuelito
Point,148,57435,008A11,A,11,Br. México,AV. Boyacá - CL 65A Sur,19,AV. Boyacá - CL 65A Sur (008A11),AV. Boyacá - CL 65A Sur,Avenida Boyacá Calle 65 A Sur,4.55278,-74.13662,Ciudad Bolivar,11,Ciudad Bolivar
Point,149,57436,008A12,A,12,Ladrillera Santafé,AV. Caracas - KR 56,5,AV. Caracas - KR 56 (008A12),AV. Caracas - KR 56,Avenida Caracas Carrera 56,4.543728,-74.120916,Usme,12,Usme
Point,150,57437,008A13,A,13,IED Tomás Rueda Vargas,KR 5 Este - CL 26 Sur,4,KR 5 Este - CL 26 Sur (008A13),KR 5 Este - CL 26 Sur,Carrera Quinta Este Calle 26 Sur,4.564829,-74.087097,San Cristobal,13,San Cristobal
Point,151,57438,008B05,B,5,Avenida Calle 26,AV. Boyacá - AC 26,9,AV. Boyacá - AC 26 (008B05),AV. Boyacá - AC 26,Avenida Boyacá Avenida Calle 26,4.666618,-74.111789,Fontibón,5,Fontibón
Point,152,57439,008B06,B,6,Avenida Esperanza,AV. Boyacá - AV. Esperanza,9,AV. Boyacá - AV. Esperanza (008B06),AV. Boyacá - AV. Esperanza,Avenida Boyacá Avenida Esperanza,4.661482,-74.115609,Fontibón,6,Fontibón
Point,153,57440,009A00,A,0,C.C. Calima,AC 22 - KR 29A,14,AC 22 - KR 29A (009A00),AC 22 - KR 29A,Avenida Calle 22 Carrera 29 A,4.619643,-74.086006,Los Mártires,0,Los Mártires
Point,154,57441,009A01,A,1,Avenida Calle 153,AK 9 - AC 153,1,AK 9 - AC 153 (009A01),AK 9 - AC 153,Avenida Carrera Novena Avenida Calle 153,4.730519,-74.03201,Usaquén,1,Usaquén
Point,155,57442,009A02,A,2,Colegio Colombo Hebreo,AC 153 - KR 50,11,AC 153 - KR 50 (009A02),AC 153 - KR 50,Avenida Calle 153 Carrera 50,4.738637,-74.053632,Suba,2,Suba
Point,156,57443,009A03,A,3,Br. Aures II,AV. C. de Cali - CL 131B,11,AV. C. de Cali - CL 131B (009A03),AV. C. de Cali - CL 131B,Avenida Ciudad de Cali Calle 131 Be,4.734949,-74.100231,Suba,3,Suba
Point,157,57444,009A04,A,4,Br. La Serena,AV. C. de Cali - AC 90,10,AV. C. de Cali - AC 90 (009A04),AV. C. de Cali - AC 90,Avenida Ciudad de Cali Avenida Calle 90,4.708972,-74.095434,Engativá,4,Engativá
Point,158,57445,009A05,A,5,Avenida José Celestino Mutis,AV. C. de Cali - AC 63,10,AV. C. de Cali - AC 63 (009A05),AV. C. de Cali - AC 63,Avenida Ciudad de Cali Avenida Calle 63,4.683407,-74.114975,Engativá,5,Engativá
Point,159,57446,009A06,A,6,Br. Puente Grande,AV. Centenario - KR 134A,9,AV. Centenario - KR 134A (009A06),AV. Centenario - KR 134A,Avenida Centenario Carrera 134 A,4.694093,-74.168567,Fontibón,6,Fontibón
Point,160,57447,009A07,A,7,Br. Kasandra,AV. Centenario - KR 134A-53,9,AV. Centenario - KR 134A-53 (009A07),AV. Centenario - KR 134A-53,Avenida Centenario Carrera 134 A,4.693859,-74.168636,Fontibón,7,Fontibón
Point,161,57448,009A08,A,8,Pq. Girasol,AK 50 - CL 2C,16,AK 50 - CL 2C (009A08),AK 50 - CL 2C,Avenida Carrera 50 Calle Segunda C,4.614027,-74.115241,Puente Aranda,8,Puente Aranda
Point,162,57449,009A09,A,9,Urbanización La Capilla,CL 59 Sur - KR 78L,7,CL 59 Sur - KR 78L (009A09),CL 59 Sur - KR 78L,Calle 59 Sur Carrera 79 Be,4.606893,-74.180858,Bosa,9,Bosa
Point,163,57450,009A10,A,10,Br. El Carmen,AV. J. Gaitán C. - DG 49B Sur,6,AV. J. Gaitán C. - DG 49B Sur (009A10),AV. J. Gaitán C. - DG 49B Sur,Avenida Jorge Gaitán Cortés Diagonal 49 Be Sur,4.584298,-74.137739,Tunjuelito,10,Tunjuelito
Point,164,57451,009A11,A,11,Br. Lucero del Sur,AV. Boyacá - CL 66 Sur,19,AV. Boyacá - CL 66 Sur (009A11),AV. Boyacá - CL 66 Sur,Avenida Boyacá Calle 66 Sur,4.552597,-74.137072,Ciudad Bolivar,11,Ciudad Bolivar
Point,165,57452,009A12,A,12,Ladrillera Santafé,AV. Caracas - CL 65 Sur,5,AV. Caracas - CL 65 Sur (009A12),AV. Caracas - CL 65 Sur,Avenida Caracas Calle 65 Sur,4.533027,-74.120364,Usme,12,Usme
Point,166,57453,009A13,A,13,IED Tomás Rueda Vargas,KR 8 Este - CL 26 Sur,4,KR 8 Este - CL 26 Sur (009A13),KR 8 Este - CL 26 Sur,Carrera Octava Este Calle 26 Sur,4.564541,-74.08619,San Cristobal,13,San Cristobal
Point,167,57454,010A00,A,0,IED Ricaurte,AK 27 - AC 6,14,AK 27 - AC 6 (010A00),AK 27 - AC 6,Avenida Carrera 27 Avenida Calle Sexta,4.605428,-74.094721,Los Mártires,0,Los Mártires
Point,168,57455,010A01,A,1,Pq. Cedritos,AK 9 - CL 146,1,AK 9 - CL 146 (010A01),AK 9 - CL 146,Avenida Carrera Novena Calle 146,4.723573,-74.032494,Usaquén,1,Usaquén
Point,169,57456,010A02,A,2,Mazurén 18,KR 56 - CL 152,11,KR 56 - CL 152 (010A02),KR 56 - CL 152,Carrera 56 Calle 152,4.737097,-74.059808,Suba,2,Suba
Point,170,57457,010A03,A,3,Portal de Suba,AV. C. de Cali - CL 142,11,AV. C. de Cali - CL 142 (010A03),AV. C. de Cali - CL 142,Avenida Ciudad de Cali Calle 142,4.745787,-74.096871,Suba,3,Suba
Point,171,57458,010A04,A,4,Br. Los Cerezos,AV. C. de Cali - CL 90A,10,AV. C. de Cali - CL 90A (010A04),AV. C. de Cali - CL 90A,Avenida Ciudad de Cali Calle 90 A,4.710605,-74.094146,Engativá,4,Engativá
Point,172,57459,010A05,A,5,Br. Isabela I,AV. C. de Cali - CL 64G Bis,10,AV. C. de Cali - CL 64G Bis (010A05),AV. C. de Cali - CL 64G Bis,Avenida Ciudad de Cali Calle 64 G Bis,4.686505,-74.111991,Engativá,5,Engativá
Point,173,57460,010A06,A,6,Br. San Pablo Jericó,AV. Centenario - KR 127,9,AV. Centenario - KR 127 (010A06),AV. Centenario - KR 127,Avenida Centenario Carrera 127,4.689625,-74.162957,Fontibón,6,Fontibón
Point,174,57461,010A07,A,7,Br. El Charco,AV. Centenario - KR 127,9,AV. Centenario - KR 127 (010A07),AV. Centenario - KR 127,Avenida Centenario Carrera 127,4.689585,-74.163338,Fontibón,7,Fontibón
Point,175,57462,010A08,A,8,Pq. Girasol,AK 50 - CL 2D,16,AK 50 - CL 2D (010A08),AK 50 - CL 2D,Avenida Carrera 50 Calle Segunda D,4.613887,-74.115046,Puente Aranda,8,Puente Aranda
Point,176,57463,010A09,A,9,Br. José Antonio Galán,CL 59 Sur - KR 78L,7,CL 59 Sur - KR 78L (010A09),CL 59 Sur - KR 78L,Calle 59 Sur Carrera 78 L,4.606738,-74.180496,Bosa,9,Bosa
Point,177,57464,010A10,A,10,Br. San Vicente,AV. J. Gaitán C. - CL 54 Sur,6,AV. J. Gaitán C. - CL 54 Sur (010A10),AV. J. Gaitán C. - CL 54 Sur,Avenida Jorge Gaitán Cortés Calle 54 Sur,4.582386,-74.14023,Tunjuelito,10,Tunjuelito
Point,178,57465,010A11,A,11,Br. Casa de Teja,AV. Boyacá - KR 15,19,AV. Boyacá - KR 15 (010A11),AV. Boyacá - KR 15,Avenida Boyacá Carrera 15,4.540422,-74.13389,Ciudad Bolivar,11,Ciudad Bolivar
Point,179,57466,010A12,A,12,Ladrillera Santafé,AV. Caracas - CL 65 Sur,5,AV. Caracas - CL 65 Sur (010A12),AV. Caracas - CL 65 Sur,Avenida Caracas Calle 65 Sur,4.531304,-74.118974,Usme,12,Usme
Point,180,57467,010A13,A,13,Br. Córdoba,KR 4 E - CL 28 Sur,4,KR 4 E - CL 28 Sur (010A13),KR 4 E - CL 28 Sur,Carrera Cuarta Este Calle 28 Sur,4.563067,-74.088742,San Cristobal,13,San Cristobal
Point,181,57468,010B00,B,0,IED Ricaurte,AK 27 - CL 6,14,AK 27 - CL 6 (010B00),AK 27 - CL 6,Avenida Carrera 27 Avenida Calle Sexta,4.60596,-74.094334,Los Mártires,0,Los Mártires
Point,182,57469,010B12,B,12,C.C. Altavista,AV. Caracas - CL 67A Sur,5,AV. Caracas - CL 67A Sur (010B12),AV. Caracas - CL 67A Sur,Avenida Caracas Calle 67A Sur,4.530428,-74.118975,Usme,12,Usme
Point,183,57470,011A00,A,0,CAI Santa Isabel,AK 27 - CL 1G,14,AK 27 - CL 1G (011A00),AK 27 - CL 1G,Avenida Carrera 27 Calle Primera G,4.599275,-74.09961,Los Mártires,0,Los Mártires
Point,184,57471,011A01,A,1,Br. Bella Suiza,AK 9 - CL 127B,1,AK 9 - CL 127B (011A01),AK 9 - CL 127B,Avenida Carrera Novena Calle 127 Be,4.706996,-74.032633,Usaquén,1,Usaquén
Point,185,57472,011A02,A,2,Br. Villa del Prado,AC 170 - CL 56A,11,AC 170 - CL 56A (011A02),AC 170 - CL 56A,Avenida Calle 170 Calle 56 A,4.754028,-74.056948,Suba,2,Suba
Point,186,57473,011A03,A,3,C.C. Plaza Imperial,AV. C. de Cali - CL 151C,11,AV. C. de Cali - CL 151C (011A03),AV. C. de Cali - CL 151C,Avenida Ciudad de Cali Calle 151 C,4.750833,-74.094128,Suba,3,Suba
Point,187,57474,011A04,A,4,Br. La Serena,AV. C. de Cali - AC 90,10,AV. C. de Cali - AC 90 (011A04),AV. C. de Cali - AC 90,Avenida Ciudad de Cali Avenida Calle 90,4.71025,-74.094172,Engativá,4,Engativá
Point,188,57475,011A05,A,5,Br. Pinar de los Álamos,AV. C. de Cali - CL 65C,10,AV. C. de Cali - CL 65C (011A05),AV. C. de Cali - CL 65C,Avenida Ciudad de Cali Calle 65 C,4.688922,-74.109848,Engativá,5,Engativá
Point,189,57476,011A06,A,6,Br. El Laurel,AV. Centenario - KR 126,9,AV. Centenario - KR 126 (011A06),AV. Centenario - KR 126,Avenida Centenario Carrera 126,4.687538,-74.160211,Fontibón,6,Fontibón
Point,190,57477,011A07,A,7,Br. El Charco I,AV. Centenario - KR 123B,9,AV. Centenario - KR 123B (011A07),AV. Centenario - KR 123B,Avenida Centenario Carrera 123 Be,4.687904,-74.161156,Fontibón,7,Fontibón
Point,191,57478,011A08,A,8,IED Luis Carlos Galán,AK 50 - CL 1G,16,AK 50 - CL 1G (011A08),AK 50 - CL 1G,Avenida Carrera 50 Calle Primera G,4.611278,-74.116611,Puente Aranda,8,Puente Aranda
Point,192,57479,011A09,A,9,Br. La Estancia,CL 59 Sur - KR 78B,7,CL 59 Sur - KR 78B (011A09),CL 59 Sur - KR 78B,Calle 59 Sur Carrera 78 Be,4.602524,-74.179306,Bosa,9,Bosa
Point,193,57480,011A10,A,10,Br. San Vicente,AV. J. Gaitán C. - CL 53B Sur,6,AV. J. Gaitán C. - CL 53B Sur (011A10),AV. J. Gaitán C. - CL 53B Sur,Avenida Jorge Gaitán Cortés Calle 53 Be Sur,4.581954,-74.140586,Tunjuelito,10,Tunjuelito
Point,194,57481,011A11,A,11,Br. San Antonio,AK 21 - AC 1,15,AK 21 - AC 1 (011A11),AK 21 - AC 1,Avenida Carrera 21 Avenida Calle Primera,4.593454,-74.096343,Antonio Nariño,11,Antonio Nariño
Point,195,57482,011A12,A,12,Portal Usme,AV. Caracas - CL 64 Sur,5,AV. Caracas - CL 64 Sur (011A12),AV. Caracas - CL 64 Sur,Avenida Caracas Calle 64 Sur,4.530128,-74.121547,Usme,12,Usme
Point,196,57483,011A13,A,13,Santa Inés Sur,KR 4 Este - CL 29 Sur,4,KR 4 Este - CL 29 Sur (011A13),KR 4 Este - CL 29 Sur,Carrera Cuarta Este Calle 29 Sur,4.562002,-74.089044,San Cristobal,13,San Cristobal
Point,197,57484,011B00,B,0,CAI Santa Isabel,AK 27 - CL 1G,14,AK 27 - CL 1G (011B00),AK 27 - CL 1G,Avenida Carrera 27 Calle Primera G,4.599631,-74.099345,Los Mártires,0,Los Mártires
Point,198,57485,012A00,A,0,Br. San Bernardo,AC 1 - KR 13A,3,AC 1 - KR 13A (012A00),AC 1 - KR 13A,Avenida Calle Primera Carrera 13 A,4.590847,-74.087201,Santa Fe,0,Santa Fe
Point,199,57486,012A01,A,1,Br. Santa Bárbara Oriental,AK 9 - CL 125,1,AK 9 - CL 125 (012A01),AK 9 - CL 125,Avenida Carrera Novena Calle 125,4.701404,-74.032767,Usaquén,1,Usaquén
Point,200,57487,012A02,A,2,Colegio San Tarsicio,AC 170 - AV. Villas,11,AC 170 - AV. Villas (012A02),AC 170 - AV. Villas,Avenida Calle 170 Avenida Villas,4.754956,-74.059006,Suba,2,Suba
Point,201,57488,012A03,A,3,Pinos de Lombardía,AV. C. de Cali - CL 152A,11,AV. C. de Cali - CL 152A (012A03),AV. C. de Cali - CL 152A,Avenida Ciudad de Cali Calle 152 A,4.753211,-74.092865,Suba,3,Suba
Point,202,57489,012A04,A,4,Hsp. Infantil San José,AC 68 - KR 53,12,AC 68 - KR 53 (012A04),AC 68 - KR 53,Avenida Calle 68 Carrera 53,4.666437,-74.078216,Barrios Unidos,4,Barrios Unidos
Point,203,57490,012A05,A,5,Br. Florida Blanca,AV. C. de Cali - CL 70,10,AV. C. de Cali - CL 70 (012A05),AV. C. de Cali - CL 70,Avenida Ciudad de Cali Calle 70,4.6931,-74.107562,Engativá,5,Engativá
Point,204,57491,012A06,A,6,Br. Santiago,AV. Centenario - KR 115,9,AV. Centenario - KR 115 (012A06),AV. Centenario - KR 115,Avenida Centenario Carrera 115,4.681779,-74.155833,Fontibón,6,Fontibón
Point,205,57492,012A07,A,7,Br. El Charco,AV. Centenario - KR 115B,9,AV. Centenario - KR 115B (012A07),AV. Centenario - KR 115B,Avenida Centenario Carrera 115 Be,4.682531,-74.156583,Fontibón,7,Fontibón
Point,206,57493,012A08,A,8,Salón Comunal el Jazmín,AK 50 - CL 1D,16,AK 50 - CL 1D (012A08),AK 50 - CL 1D,Avenida Carrera 50 Calle Primera D,4.610196,-74.116952,Puente Aranda,8,Puente Aranda
Point,207,57494,012A09,A,9,Br. Villa Nhora,CL 59 Sur - KR 78B,7,CL 59 Sur - KR 78B (012A09),CL 59 Sur - KR 78B,Calle 59 Sur Carrera 78 Be,4.602796,-74.179095,Bosa,9,Bosa
Point,208,57495,012A10,A,10,Br. San Vicente,AV. J. Gaitán C. - AV. Boyacá,6,AV. J. Gaitán C. - AV. Boyacá (012A10),AV. J. Gaitán C. - AV. Boyacá,Avenida Jorge Gaitán Cortés Avenida Boyacá,4.581102,-74.141715,Tunjuelito,10,Tunjuelito
Point,209,57496,012A11,A,11,Br. La Fragüita,KR 22 - DG 3 Sur,15,KR 22 - DG 3 Sur (012A11),KR 22 - DG 3 Sur,Carrera 22 Diagonal Tercera Sur,4.593273,-74.096859,Antonio Nariño,11,Antonio Nariño
Point,210,57497,012A12,A,12,Br. El Porvenir II Sector,KR 7H - CL 65GBis Sur,5,KR 7H - CL 65GBis Sur (012A12),KR 7H - CL 65GBis Sur,Carrea Séptima H Calle 65 G Bis Sur,4.532728,-74.115497,Usme,12,Usme
Point,211,57498,012A13,A,13,Atenas,KR 4 Este - CL 31A Sur,4,KR 4 Este - CL 31A Sur (012A13),KR 4 Este - CL 31A Sur,Carrera Cuarta Este Calle 31 A Sur,4.559286,-74.090521,San Cristobal,13,San Cristobal
Point,212,57499,012B04,B,4,Hsp. Infantil San José,AC 68 - KR 52,12,AC 68 - KR 52 (012B04),AC 68 - KR 52,Avenida Calle 68 Carrera 52,4.666032,-74.077957,Barrios Unidos,4,Barrios Unidos
Point,213,57500,013A00,A,0,Br. La Esperanza,AC 63 - KR 15,12,AC 63 - KR 15 (013A00),AC 63 - KR 15,Avenida Calle 63 Carrera 15,4.649981,-74.066162,Barrios Unidos,0,Barrios Unidos
Point,214,57501,013A01,A,1,Br. Santa Bárbara Oriental,AK 9 - CL 121,1,AK 9 - CL 121 (013A01),AK 9 - CL 121,Avenida Carrera Novena Calle 121,4.698685,-74.032871,Usaquén,1,Usaquén
Point,215,57502,013A02,A,2,Universidad Antonio Nariño,AC 170 - KR 65,11,AC 170 - KR 65 (013A02),AC 170 - KR 65,Avenida Calle 170 Carrera 65,4.757331,-74.061313,Suba,2,Suba
Point,216,57503,013A03,A,3,Tuna Baja Las Flores,AV. C. de Cali - CL 152C,11,AV. C. de Cali - CL 152C (013A03),AV. C. de Cali - CL 152C,Avenida Ciudad de Cali Calle 152 C,4.752892,-74.092769,Suba,3,Suba
Point,217,57504,013A04,A,4,Pq. Público Modelo,AC 68 - KR 57,12,AC 68 - KR 57 (013A04),AC 68 - KR 57,Avenida Calle 68 Carrera 57,4.668954,-74.079967,Barrios Unidos,4,Barrios Unidos
Point,218,57505,013A05,A,5,Br. La Clarita,AV. C. de Cali - CL 71,10,AV. C. de Cali - CL 71 (013A05),AV. C. de Cali - CL 71,Avenida Ciudad de Cali Calle 71,4.694401,-74.10666,Engativá,5,Engativá
Point,219,57506,013A06,A,6,Urb Portal Del Centenario,AV. Centenario - KR 107A,9,AV. Centenario - KR 107A (013A06),AV. Centenario - KR 107A,Avenida Centenario Carrera 107 A,4.677391,-74.153771,Fontibón,6,Fontibón
Point,220,57507,013A07,A,7,Zona Franca,AV. Centenario - KR 108A,9,AV. Centenario - KR 108A (013A07),AV. Centenario - KR 108A,Avenida Centenario Carrera 108 A,4.676935,-74.154075,Fontibón,7,Fontibón
Point,221,57508,013A08,A,8,Br. Remanso Sur,AK 50 - CL 17 Sur,16,AK 50 - CL 17 Sur (013A08),AK 50 - CL 17 Sur,Avenida Carrera 50 Calle 17 Sur,4.605971,-74.119579,Puente Aranda,8,Puente Aranda
Point,222,57509,013A09,A,9,Barrio La Estancia,CL 59 Sur - KR 77K,7,CL 59 Sur - KR 77K (013A09),CL 59 Sur - KR 77K,Calle 59 Sur Carrera 77 K,4.599623,-74.178055,Bosa,9,Bosa
Point,223,57510,013A10,A,10,Br. Muzú,AV. J. Gaitán C. - CL 56F Sur,6,AV. J. Gaitán C. - CL 56F Sur (013A10),AV. J. Gaitán C. - CL 56F Sur,Avenida Jorge Gaitán Cortés Calle 56 F Sur,4.579131,-74.1435,Tunjuelito,10,Tunjuelito
